38,48,[4  27  73  19  68  56  60  36  41  51  43  74  2  46  62  47  57  67  12  55  40  5  59  25  11  13  29  50  49  37  72  10  1  63  22  42  24  18  14  44  38  8  31  52  3  53  9  69]
40,48,[1  63  4  46  41  51  2  74  43  67  62  27  68  56  73  19  60  36  57  47  12  55  66  22  42  24  31  14  18  44  38  8  52  53  3  9  10  72  37  49  25  11  59  5  40  29  13  50]
41,48,[69  9  10  72  37  49  50  29  40  5  13  59  11  25  1  63  4  12  47  62  67  41  36  60  73  56  68  27  19  57  74  51  43  2  46  55  3  53  52  8  14  18  44  38  31  24  42  22]
42,48,[53  3  52  8  18  44  14  38  31  24  42  22  15  55  46  2  62  27  41  47  12  73  68  56  19  60  36  57  74  51  43  67  4  63  1  40  50  13  25  5  59  11  29  49  37  72  10  9]
43,48,[4  68  73  27  56  57  74  51  43  12  47  67  62  46  2  41  36  60  19  55  13  59  25  5  40  50  29  11  49  37  72  10  1  63  22  42  24  18  14  44  8  38  31  52  53  3  9  69]
46,48,[4  67  43  51  2  46  62  47  12  73  68  27  19  60  36  57  74  41  56  55  3  53  52  38  18  8  14  44  31  24  42  22  66  9  10  72  37  49  5  13  59  50  25  40  29  11  1  63]
1,47,[4  63  1  11  59  5  13  50  40  25  29  49  10  72  9  53  3  52  38  44  8  31  14  18  24  42  22  15  55  56  27  60  36  57  19  68  73  43  51  74  2  62  46  41  47  12  67]
5,47,[49  13  29  11  5  50  25  40  59  1  63  22  42  24  18  31  14  8  44  38  52  3  53  9  10  72  55  36  60  68  73  12  47  67  41  56  19  27  62  2  46  57  74  51  43  4  69]
15,47,[4  69  49  37  72  10  9  3  53  52  38  44  8  31  14  18  24  42  22  63  1  50  11  5  59  40  13  29  25  55  2  51  74  43  12  47  62  27  56  57  46  41  68  19  60  73  67]
18,47,[4  56  27  19  60  68  73  43  67  12  55  36  41  47  62  46  2  51  74  57  22  42  24  31  38  14  18  8  44  52  3  53  9  10  72  37  49  40  11  50  59  5  13  29  25  1  63]
19,47,[52  3  53  55  36  57  46  2  74  41  51  43  47  12  62  67  73  60  56  27  68  19  4  63  1  13  29  59  5  25  40  50  11  49  10  72  9  66  22  42  24  18  38  14  44  31  8]
23,47,[4  73  68  56  27  62  46  2  51  74  43  47  12  67  41  19  60  36  57  22  42  24  18  38  8  31  44  49  37  72  10  1  29  50  59  11  25  13  40  5  55  53  3  52  14  9  69]
25,47,[4  69  1  25  29  5  59  13  50  40  11  49  37  72  10  9  3  53  52  31  24  18  8  38  14  44  22  42  55  12  43  67  47  62  46  2  51  74  57  36  41  56  19  27  68  60  73]
28,47,[4  19  41  68  56  27  73  60  36  55  12  67  62  46  2  74  51  43  47  57  22  42  24  31  14  18  38  8  44  52  53  3  9  10  72  37  49  50  25  13  59  11  29  5  40  1  69]
29,47,[55  15  22  42  24  31  18  38  14  8  44  52  3  53  9  72  37  49  13  59  11  25  29  50  5  40  1  63  4  12  47  62  67  43  74  51  2  46  41  27  56  60  68  73  19  57  36]
31,47,[4  46  2  51  43  67  12  62  47  73  27  19  68  56  60  36  57  74  41  22  42  24  18  8  14  31  38  44  52  3  53  9  69  1  25  29  5  59  50  11  40  13  49  37  72  10  55]
32,47,[4  46  2  51  74  43  12  67  62  27  68  19  73  47  57  56  60  36  41  22  42  24  18  8  44  14  38  31  52  3  53  55  13  50  25  59  11  29  5  40  49  37  72  10  1  69  9]
33,47,[55  3  53  52  8  38  14  18  44  31  24  42  22  66  9  72  37  49  5  50  40  11  29  25  13  59  1  63  4  46  2  51  74  41  12  43  47  67  62  27  56  68  73  60  19  57  36]
35,47,[4  69  55  59  50  5  25  29  11  13  40  1  10  72  37  49  44  14  8  38  9  3  53  52  31  18  24  42  22  41  36  60  19  73  12  47  67  43  51  2  74  57  46  62  27  56  68]
39,47,[55  10  72  9  53  3  52  18  8  14  38  44  31  24  42  22  63  1  13  59  29  50  11  25  40  5  49  69  4  67  73  12  47  43  51  74  41  46  62  2  57  27  19  56  68  60  36]
44,47,[4  63  1  69  22  42  24  18  38  8  14  44  52  3  53  9  10  72  37  49  25  59  50  13  5  29  11  40  55  2  74  51  41  36  60  27  19  56  68  73  43  67  62  47  12  57  46]
45,47,[55  15  22  42  24  31  18  44  38  8  14  52  53  3  9  72  37  49  29  59  13  50  5  40  25  11  1  63  4  19  27  41  73  56  68  60  36  57  12  62  47  67  43  51  74  2  46]
50,47,[1  63  4  19  73  47  43  74  51  2  41  46  62  12  67  57  68  60  56  27  55  15  22  42  24  18  44  38  14  31  8  52  53  3  9  10  72  37  49  11  13  29  5  59  50  40  25]
2,46,[1  63  4  19  68  60  56  27  73  41  36  57  74  43  51  2  46  62  12  47  67  55  3  52  38  8  44  14  18  24  42  22  66  9  10  72  37  49  29  11  59  5  25  50  13  40]
9,46,[63  1  25  5  13  29  59  11  50  40  49  10  72  9  53  3  52  44  18  8  38  31  24  42  22  15  55  2  51  43  67  47  12  62  46  41  74  57  36  60  68  27  19  73  56  4]
47,46,[4  69  1  63  22  42  24  31  8  18  52  14  44  38  9  10  72  37  49  13  40  11  59  50  5  29  25  55  67  43  74  51  2  46  62  12  41  19  68  27  56  73  47  57  36  60]
48,46,[4  47  73  19  27  56  68  60  36  57  46  62  2  74  41  51  43  12  67  55  3  53  52  18  38  44  8  14  31  24  42  22  63  1  40  59  50  29  5  25  11  49  37  72  10  9]
8,45,[4  19  60  73  56  68  27  62  46  2  74  51  43  47  67  12  57  36  41  22  66  9  8  38  31  24  42  55  53  3  52  14  18  44  1  50  25  29  59  5  13  40  11  49  69]
13,45,[4  69  49  25  50  11  29  5  40  13  59  1  10  72  9  3  53  52  14  8  18  38  31  24  42  22  66  55  19  56  41  51  74  2  46  62  47  57  12  43  67  73  68  60  27]
24,45,[4  12  55  36  60  57  62  27  19  56  68  73  67  47  43  74  51  2  46  41  22  42  24  18  38  8  44  14  31  52  53  3  9  10  72  1  59  13  50  11  25  5  40  29  49]
27,45,[4  46  2  74  51  43  73  68  27  56  19  55  60  36  41  62  12  67  47  57  22  42  24  31  18  38  8  44  52  3  53  9  10  72  1  13  59  50  11  5  29  25  40  49  69]
36,45,[4  69  1  63  22  42  24  18  9  53  3  52  38  31  8  14  44  49  5  11  25  59  13  29  50  40  55  46  62  2  51  74  43  47  67  12  57  36  41  27  60  73  68  56  19]
10,44,[4  67  12  73  60  27  68  56  19  41  46  62  2  74  43  51  57  47  55  42  24  31  18  8  38  9  53  3  52  14  44  49  11  5  40  13  59  25  50  29  1  63  22  69]
11,44,[4  68  19  56  55  67  43  74  2  51  57  36  60  27  73  12  62  47  41  22  42  24  18  38  31  14  8  52  3  53  9  72  37  49  5  13  25  50  59  11  29  40  1  69]
16,44,[4  47  67  73  12  62  46  57  74  51  43  2  41  36  60  68  19  27  56  55  11  13  5  25  50  40  59  29  1  10  72  9  3  53  52  8  14  38  31  24  18  44  22  49]
22,44,[4  2  46  62  67  73  27  60  68  56  19  57  74  51  41  12  43  47  55  5  29  50  13  40  11  59  1  25  49  37  72  10  9  3  52  38  8  44  14  18  24  42  22  69]
49,43,[4  63  1  11  40  13  29  50  5  59  25  49  44  52  14  38  8  31  24  42  22  18  9  10  72  55  68  27  62  46  2  74  51  57  56  41  19  60  73  12  47  43  67]
6,40,[4  19  60  68  57  46  2  74  51  43  47  67  62  27  56  73  12  41  36  55  42  24  31  8  18  14  38  44  52  53  3  9  69  22  63  1  10  72  37  49]
