717
110,455
455,506
160,455
61,235
51,235
470,10
470,509
387,33
387,135
422,387
387,13
510,387
456,259
456,345
5,456
313,456
314,456
66,456
456,361
459,456
513,456
318,456
300,456
515,456
516,456
370,456
142,456
456,419
456,442
456,37
456,414
456,179
129,456
456,519
68,456
217,106
516,217
217,13
485,217
522,217
286,524
336,205
330,336
526,491
217,527
527,28
61,457
457,202
457,289
377,457
385,458
120,458
458,161
458,232
106,458
458,97
458,209
223,458
458,505
442,458
19,531
531,341
460,136
460,532
460,533
460,111
345,535
178,535
82,535
535,77
536,535
326,537
275,39
462,79
538,331
488,538
449,538
538,539
10,542
144,542
347,542
542,360
545,257
349,547
547,412
547,490
547,67
147,118
118,266
550,551
550,34
554,550
266,550
150,550
453,550
550,468
550,239
223,251
67,464
176,113
23,63
326,63
63,232
201,63
111,63
25,63
418,63
289,63
63,28
158,63
558,559
559,250
559,28
560,257
132,560
506,560
345,247
247,562
140,247
247,196
247,563
247,565
140,566
567,566
32,569
28,569
465,232
97,465
211,490
204,570
570,380
149,570
111,570
575,406
575,28
341,577
191,577
578,577
223,10
532,223
340,223
206,223
111,223
223,231
223,476
223,545
211,223
223,42
223,37
223,479
39,223
222,27
588,554
588,97
588,28
32,590
307,595
307,343
307,278
397,302
397,578
397,453
397,367
597,195
485,597
61,602
602,48
52,602
602,63
566,602
211,602
602,4
169,475
475,385
475,595
475,33
475,17
475,296
122,475
475,2
475,605
475,151
475,25
475,124
475,235
476,475
414,475
475,607
39,475
519,475
158,475
608,232
608,15
64,608
129,608
612,32
28,612
612,160
223,337
474,259
474,32
474,198
474,488
341,474
438,474
423,615
615,111
217,615
28,615
468,111
468,257
468,158
367,468
619,515
619,239
621,28
622,474
28,622
367,622
623,385
623,551
623,33
623,111
625,623
509,623
623,510
607,623
628,91
629,628
628,291
628,147
455,34
486,469
111,494
455,310
456,562
457,62
355,458
142,537
423,542
605,545
631,560
211,111
577,106
223,134
345,475
351,474
406,621
456,67
633,457
168,473
211,127
150,455
455,213
456,635
637,457
341,458
30,537
542,638
155,118
522,550
551,570
577,160
239,271
597,513
111,475
455,641
542,524
475,314
142,475
111,474
28,286
501,537
149,537
537,155
537,325
162,423
292,162
162,140
539,162
646,162
223,162
275,30
28,275
341,542
180,542
542,123
149,542
266,542
542,202
542,267
542,453
542,646
37,542
129,542
542,28
542,359
473,631
649,30
361,649
457,649
505,649
649,324
28,653
646,211
560,343
560,641
570,656
28,590
590,359
217,474
162,474
30,162
578,628
625,658
299,110
662,663
332,664
446,664
41,664
48,665
633,628
453,666
110,480
341,628
638,628
129,628
100,628
628,67
391,149
391,434
39,345
39,671
301,39
39,673
519,39
28,675
385,236
386,236
236,66
488,236
236,42
49,666
223,666
64,666
536,666
658,385
658,30
33,658
658,498
193,658
535,658
658,13
510,658
658,607
213,680
680,506
683,2
267,683
10,522
121,522
108,522
685,522
106,522
662,522
522,578
522,13
522,223
687,109
461,687
687,685
428,687
150,687
174,687
22,110
110,563
235,110
373,688
671,688
115,688
641,688
62,688
688,608
689,688
345,506
506,72
30,506
506,66
533,506
142,628
506,656
563,506
168,506
506,223
506,38
39,506
506,689
691,30
111,691
110,691
21,689
689,345
689,671
689,74
356,689
689,158
376,438
376,466
563,376
376,211
397,376
376,272
376,158
376,110
134,376
663,204
389,663
663,208
663,106
663,158
290,664
629,664
121,664
215,664
24,664
664,295
664,349
461,664
664,135
393,664
664,2
149,664
664,656
664,107
664,12
664,152
526,664
664,212
323,664
664,307
308,664
37,664
664,272
110,664
664,506
437,565
386,699
185,370
316,700
700,365
700,428
700,320
151,700
502,700
700,653
700,646
700,308
700,214
703,700
67,700
665,60
61,665
665,703
665,57
637,665
416,36
36,30
204,36
36,341
36,558
36,18
658,204
213,683
671,110
506,335
635,700
36,59
675,453
689,535
305,664
664,21
628,671
673,628
522,159
111,110
30,664
664,62
664,190
699,487
538,36
666,97
664,157
21,680
186,680
680,113
205,680
680,150
526,680
646,506
506,18
376,10
376,149
111,376
664,309
664,310
664,65
567,664
184,664
66,700
665,381
680,10
92,90
92,102
92,19
